llave_estudiante,nombre_estudiante,apellido_paterno,apellido_materno,genero,edad,llave_generacion
2729,EVA YOLANDA,PURATA,,M,20,1
2730,SILVIA AZUCENA,REALZOLA,TRASVIA,M,17,11
2731,MAYRA ALICIA,ANZUREZ,CHUMACERO,M,20,10
2732,OMAR GERARDO,ZAPATERO,BERMEJO,H,21,5
2733,DOLORES PATRICIA,LEOCADIO,ZINK,M,19,5
2734,JUAN MARIO,MATURIN,AGUIIGA,H,21,11
2735,FLAVIANO,JAQUES,CUVAS,H,18,4
2736,ABIGAIL,ALCALA,MONTER,M,22,10
2737,SILVIA PATRICIA,SERRATO,CIRIACO,M,21,2
2738,ELIZA,DANTES,MARRUFO,M,21,4
2739,PAOLA ALEJANDRA,PIO,CUATZO,M,21,11
2740,JEANETT,ALVINO,LAVADORES,M,21,3
2741,NERY,FLORAN,,M,19,9
2742,ALDO FRANCISCO,PENICHE,MEMBRILA,H,18,2
2743,ENRIQUE ALONSO,ROCHIN,PONCIANO,H,18,5
2744,IGNACIO ANTONIO,CEL,VALENCIANO,H,20,11
2745,MA EVELIA,CALVA,TEJEIDA,M,19,3
2746,JESUS EDMUNDO,TRILLO,MONTOR,H,20,6
2747,OLGA LYDIA,BURELO,COCHRAN,M,21,6
2748,PATRICIA ELENA,CHAVIRA,MATAMBU,M,21,10
2749,ENRIQUE JESUS,CHAGOYA,,H,18,2
2750,HECTOR FELIPE,IZAZAGA,TAVERNIER,H,16,11
2751,SARA SOFIA,TORRANO,ZARRAGA,M,19,2
2752,PLINIO,MAESTRO,CASTRUITA,H,19,2
2753,LAURA IDALIA,AHUEJOTE,,M,18,6
2754,SERGIO ROBERTO,Y MORALES,,H,18,10
2755,JORGE EMMANUEL,CARRALES,,H,20,5
2756,CESAR ALFONSO,URSUA,ROSEY,H,20,6
2757,JOSE FAUSTO,RETAMOZA,NAHUATT,H,20,11
2758,AIDA ALEJANDRA,VILLANI,ANIDES,M,16,1
2759,NORMA ROCIO,PAYNO,,M,18,9
2760,RAMON ALBERTO,TERMINEL,MAC,H,20,1
2761,CESAR ANGEL,ACEDO,TERAN,H,19,10
2762,EUGENIA PATRICIA,PANDURO,GARRAFA,M,19,6
2763,MARIA OBDULIA,GRAPAIN,PEABRONCE,M,21,2
2764,J DOLORES,AVILA,,H,20,7
2765,YULIANA,CACHU,CHALMA,M,19,6
2766,M. CONCEPCION,FLOTA,,M,22,1
2767,ABEL ANTONIO,TACHIQUIN,MOSSO,H,22,10
2768,JESUS AUGUSTO,CHAVARRIETA,NARVAEZ,H,22,4
2769,MARTIN ANDRES,SANDEZ,,H,17,2
2770,HUGO RENE,RICANO,,H,18,4
2771,JOSE ELIEZER,PAQUINI,ROSAGEL,H,16,2
2772,JUAN RIGOBERTO,CANABAL,VALERIO,H,17,1
2773,MINERVO,GENICO,HERMOSILLO,H,19,3
2774,VERONICA AURORA,GARDUO,SENTIES,M,21,7
2775,LAURA SONIA,MILANES,SIFUENTES,M,21,7
2776,YALINA,TORRIJOS,CONCHA,M,23,10
2777,SERGIO GUADALUPE,MAZARIEGO,INES,H,19,5
2778,ABIMAEL,VICTORINO,,H,23,2
2779,JORGE ADALBERTO,CANIZAL,NOVA,H,18,1
2780,MAYRA RUBI,NAVEJAS,CAPRISTO,M,21,10
2781,SAMANTHA,DELEON,TEHUITZIL,M,20,4
2782,CLARISA,ZABALETA,,M,20,6
2783,MARTHA ELODIA,HUERFANO,MIJANGOS,M,20,9
2784,MARTHA MINERVA,BAUTISTA,ROBLES,M,18,11
2785,JESUS MANUE,POUDA,TURCOTT,H,18,2
2786,LUIS RODOLFO,ASIS,PACIO,H,21,1
2787,CARLOS ESTEBAN,FREGOSO,,H,20,2
2788,FERNANDO MIGUEL,VIZUET,,H,22,7
2789,WENDY VERONICA,XANCAL,PUENTES,M,23,9
2790,JOSE VICTORIANO,ESQUIVEL,TREVIO,H,23,6
2791,LAURA MARCELA,COMPARAN,TZOMPAXTLE,M,21,9
2792,JULIETA MARGARITA,MADA,,M,19,9
2793,DIONICIO,OLIVARRIA,IRETA,H,19,11
2794,MELCHOR,SARRACINO,,H,20,2
2795,LUCIO ARTURO,RAIGOSA,INDA,H,23,4
2796,ERIK GABRIEL,PUC,ZURITA,H,17,1
2797,NANCY ELIZABETH,NEAVE,ARBALLO,M,20,1
2798,SANDRA ISABEL,VELADOR,ARLANDIZ,M,18,10
2799,ERNESTO ARTURO,VERDEJA,VILLAGRA,H,22,6
2800,HUGO ARTURO,ZI,TUCARI,H,17,8
2801,ROMANA DEL CARMEN,MACHORRO,,M,22,2
2802,CELESTINA,CAMARA,MILIAN,M,20,2
2803,LORENA PATRICIA,SIRIA,NU?EZ,M,21,11
2804,NORMA ARACELI,LAUTERIO,PORTES,M,20,4
2805,RUMALDO,PALOMAREZ,,H,19,5
2806,JOSE DE J,MANRA,ALMAGUER,H,18,7
2807,GABRIELA ESTELA,TOGA,ULTRERAS,M,20,9
2808,LUIS DAMIAN,CARDEL,SAINZ,H,16,2
2809,SERGIO ULISES,CRIVELLI,ALGARIN,H,23,6
2810,MARIA MARISOL,HOIL,ROSALES,M,22,4
2811,LUIS IGNACIO,BASHULTO,HADAD,H,19,4
2812,JUVENCIO,MOO,,H,18,10
2813,MONICA LAURA,JUAN,MACEDONIO,M,19,1
2814,CARLOS PAUL,TLAXCALA,CORRAL,H,20,7
2815,ANGEL MARIO,CASIAN,TZEC,H,19,5
2816,CLARA LORENA,COLUMNA,ORENDAIN,M,18,2
2817,MARIA TERESITA,LOYDA,ENCINAS,M,17,6
2818,BLANCA MAR,BORJON,ALDRETE,M,22,8
2819,ANA SILVIA,SANDRA,GARCES,M,20,2
2820,CLETO,AZUA,GONZAGA,H,19,5
2821,LEONEL,ESMERALDA,DOMINGO,H,23,4
2822,MARIA ALBERTINA,GUTIERREZ,CASSIO,M,20,10
2823,PEDRO MARCELINO,NAH,CASTELAN,H,22,1
2824,KARINA ESPERANZA,PERES,QUEJ,M,20,7
2825,JESUS EDGAR,ESCAREO,,H,23,4
2826,YOLANDA PATRICIA,DE LEIJA,GAMON,M,23,8
2827,ANGELES GUADALUPE,CUJ,ZONGUA,M,21,5
2828,EMIGDIO,PALLARES,GUMESINDO,H,18,8
2829,TARSICIO,G,,H,23,5
2830,ELVER,GALDINO,ACHO,H,18,9
2831,JUAN EZEQUIEL,PILICASTRO,CORDOBA,H,18,5
2832,ARMIN,CANTUA,GAONA,H,20,5
2833,JESUS,SORIANO,TRIAY,M,20,10
2834,MARYLU,BAUELOS,KIM,M,20,1
2835,WULFRANO,MAZAHUA,FERREIRO,H,23,2
2836,VIRGILIA,URTEAGA,INDILI,M,23,11
2837,NANCY CONCEPCION,PINEDA,AYANEGUI,M,15,10
2838,SANTA CECILIA,GARFIAS,APALE,M,23,8
2839,JORGE ROLANDO,COLADO,DECANINI,H,20,7
2840,LUIS EFREN,CAAVERAL,GERON,H,19,4
2841,JUAN ISIDRO,LAVARIEGA,SAGRERO,H,21,6
2842,OCOTLAN,BAOS,FELICIANO,M,20,7
2843,JESUS HECTOR,ALCALA,ARTIAGA,H,21,2
2844,DULCE ARACELI,EPIGMENIO,BOLAINA,M,22,4
2845,OMAR ALBERTO,PERTIERRA,AROA,H,23,1
2846,LUZ BEATRIZ,CISNEROS,DEL ALTO,M,20,10
2847,FRANCISCO ALBERTO,SANCHEZ DE LA VEGA,CALVARIO,H,22,6
2848,JOEL MANUEL,SARTILLO,,H,23,4
2849,CLAUDIA VERONICA,MAZAHUA,,M,22,3
2850,MARTHA VIRGINIA,FARCIERT,POLINA,M,17,10
2851,SERGIO CARLOS,OLIVARES,OCURA,H,21,10
2852,ALFONZO,ESTRADA,PARROQUIN,H,20,7
2853,GONZALO,PENATE,MARRON,H,18,11
2854,MARTHA DANIELA,ENCINOS,MANUEL,M,21,11
2855,MARIA SARAI,MONTEALEGRE,BACIO,M,20,5
2856,DIONICIO,SUET,CARDEL,H,19,5
2857,CARLOS GABRIEL,NICOLI,ESPINOZA DE LOS MONTEROS,H,20,2
2858,PEDRO GABRIEL,BATUN,,H,17,1
2859,ELSA,CARRASQUEDO,CHONTAL,M,19,4
2860,MARIA ELOINA,USCANGA,CHAZARI,M,16,5
2861,GABRIELA CONCEPCION,POPOCA,ESTEBAN,M,22,4
2862,VILIULFO,MUGICA,TRETO,H,19,2
2863,RICARDO FELIPE,JESUS,TLETLEPANTZI,H,15,3
2864,JUAN HUGO,CUNNINGHAM,MARENTES,H,19,8
2865,HUGO RICARDO,PERNAS,,H,20,1
2866,ELIDIO,CAPULIN,GORROCHOTEGUI,H,16,5
2867,IRMA LORENA,KUYOC,QUIJAS,M,20,9
2868,RENE ANTONIO,EXCELENTE,FLORIAN,H,22,9
2869,FRANCISCO GUSTAVO,CARRIZALES,KANTUN,H,22,6
2870,OMAR GUADALUPE,ANTE,PUCHETA,H,16,3
2871,LUIS AUGUSTO,VERDEJO,,H,22,11
2872,CARMEN ARACELI,YAEZ,ESTEVES,M,22,7
2873,ENRIQUE GUADALUPE,DOEZ,NOCELO,H,20,1
2874,MIRIAM CRISTINA,ARVILLA,GORROSQUIETA,M,22,3
2875,VALENTIN,ALTAMIRANO,MOLOTLA,H,24,5
2876,ANGEL GABRIEL,LEZAMA,ARA,H,21,1
2877,SURISADAY,FRUTERO,,M,21,11
2878,RICARDO LUIS,VILLALVAZO,GUEROLA,H,21,1
2879,JOSEFINA LETICIA,CANTE,DE LA,M,20,2
2880,ROGER ALONSO,RUIZ ESPARZA,BURGARA,H,19,3
2881,MABEL GUADALUPE,URDIALES,,M,20,7
2882,LETICIA JUDITH,ALBINO,CALTZONTZI,M,21,3
2883,INGRID ALEJANDRA,SEL,,M,20,8
2884,LAURA P,JONAPA,CUETO,M,20,6
2885,JOSUE DAVID,MARURE,PEA,H,20,4
2886,VICTOR MA,PAREJA,,H,22,8
2887,WILLY,DE HOYOS,DE LEIJA,H,16,6
2888,MA. LAURA,BENOIT,LENDECHE,M,21,3
2889,CARLOS RAUL,MEDERO,CUPIDO,H,22,1
2890,PORFIRIA,MONTERDE,HUELITL,M,20,5
2891,ERNESTO ARTURO,CHULIM,ESCAREO,H,23,3
2892,ALONDRA MARIA,CALZADA,DEHESA,M,19,8
2893,FRANCISCO GUSTAVO,LEZAMA,MAGAA,H,18,11
2894,ROMEL,INZUNZA,,H,23,6
2895,VICTOR SAMUEL,LEIJA,,H,20,1
2896,ISMENE,VILIS,CERERO,M,21,4
2897,KARINA GABRIELA,SARTILLO,CARRIZOSA,M,21,1
2898,LUIS ALBERTO,SOSA,,H,22,7
2899,AIDA ANGELICA,OBANDO,CUBA,M,23,3
2900,ADRIANA BERENICE,COMPAN,GOLLAZ,M,20,7
2901,GONZALO,LUZ,TABLADA,H,22,8
2902,JOSE DARIO,BERNACHE,NIAVES,H,20,4
2903,LEONARDO ALBERTO,CERNA,DONIS,H,19,7
2904,CITLALIC,COCOM,MEDRANO,M,22,2
2905,DANIEL ALONSO,SILIS,OCAA,H,19,3
2906,SANDRA DEL ROCIO,COBOS,LANZ,M,17,11
2907,GRACIELA PATRICIA,PEA,PALANCARES,M,21,3
2908,EDNA EDITH,CANDIA,ANDALCO,M,20,1
2909,ABDEL,DEMESA,ESPIDIO,H,18,9
2910,LAURA GLORIA,EDGAR,LAFARGA,M,17,1
2911,SANDIBEL,NEGRETE,ARVIZO,M,20,2
2912,EDWIN ALBERTO,CAMEJO,SALMORAN,H,19,9
2913,YOCUNDO,VERONICO,ORILLA,H,21,3
2914,ROMUALDO,ALLIER,DERRAMONA,H,20,9
2915,ZEUS,SOBERON,COTINO,H,21,4
2916,CAMERINO,UCHINO,,H,16,10
2917,LEOCADIO,VELEDIAZ,SARACHO,H,24,1
2918,J. ELEAZAR,CUXIN,,H,20,9
2919,CESAR ALFREDO,LARA,BAHENA,H,16,10
2920,IVAN ARMANDO,Y DE,,H,20,8
2921,BLANCA KARINA,DESAMPEDRO,TIJERINA,M,21,3
2922,GUADALUPE ANABEL,ESPINOBARROS,CALTEMPA,M,19,11
2923,LETICIA MARIBEL,FERNANDO,LIZARDE,M,24,9
2924,PATRICIA,CASALES,,H,22,10
2925,ANA CARMINA,SUCHILT,TIXTECO,M,19,5
2926,LAURA CONSUELO,ESCORZA,DE LA SERNA,M,20,6
2927,ROBERTA,VENANCIO,BARRANCOS,M,14,3
2928,MAIRA,BARRANCOS,PARRALES,M,21,2
2929,VERONICA CECILIA,SERRALTA,,M,18,8
2930,FRANCISCO RAMON,ZULETA,,H,18,5
2931,JUAN ANDRES,BATREZ,EGUINO,H,17,6
2932,ROSA VIRGINIA,MITRE,ALVISO,M,21,4
2933,LUISA MARIA,REGULES,URRUTIA,M,21,11
2934,JAVIER,GALVAN,ADDAUTO,H,22,10
2935,ALBERTO A,Y GERON,BAQUERA,H,20,9
2936,DORA EUGENIA,ZACATECO,,M,18,5
2937,YAJAIRA GUADALUPE,LORENZANO,ALMEJO,M,19,6
2938,SANTA ANA,ARCHI,LIEVANA,M,20,10
2939,RUBEN DARIO,TINAJERO,VITELA,H,22,3
2940,YOLOTZIN,BELLIDO,PLUMA,M,21,7
2941,NEOFITO,LEEDER,FUENTE,H,20,1
2942,ELVIA MARCELA,PANES,MERCADER,M,20,5
2943,OLGA LID,YZQUIERDO,PORTILLO,M,20,8
2944,JUANA ANDREA,CHAC,CHANTES,M,22,1
2945,EDITH DEL ROSARIO,BETANZO,ORDOEZ,M,22,1
2946,JACQUELIN,CORNEJO,MOSQUEDA,M,22,11
2947,VICTOR JESUS,TEOYOTL,PAYRO,H,17,9
2948,MARICELA,YECTLI,GRIMALDO,H,21,8
2949,JHOVANY,REVILLA,PULGARIN,H,20,2
2950,CARLOS OCTAVIO,SOUTO,LEDESMA,H,20,10
2951,KARINA AZUCENA,ISIORDIA,,M,21,6
2952,RAYMUNDO,FRANQUEZ,SARINANA,H,22,3
2953,MARTHA BEATRI,ARCADIA,ADAUTA,M,15,5
2954,BENEDICTA,CASALES,Y CAMPOS,M,18,4
2955,RAUL EDUARDO,ARREARAN,,H,19,4
2956,FELIX JOSE,RICHART,MION,H,19,2
2957,GABRIEL JESUS,TERRONES,CHAVANA,H,21,3
2958,LOIDA,PALMER,DE REGIL,M,20,8
2959,ISMAEL ANTONIO,ARROCENA,SEEFOO,H,21,7
2960,JOSE MATILDE,DEL MAZO,VALERDI,H,19,10
2961,ESPERANZA DE JESUS,CHANON,FERNANDEZ DE LARA,M,19,10
2962,ERIC RENE,ALVARES,CARDEAS,H,21,7
2963,TRANQUILINA,ESTEBES,REQUENES,M,17,3
2964,CARLOS EDMUNDO,MAZUM,HABANA,H,14,4
2965,ANDRES GUADALUPE,PRUDENCIO,PAMPLONA,H,20,2
2966,BERTHA YOLANDA,ORTUO,KU,M,20,4
2967,MARIA YANET,PALOMEQUE,,M,22,3
2968,EDNA ALICIA,ORDUA,SERGIO,M,22,11
2969,HILDA ROCIO,BENITES,TALANGO,M,19,11
2970,ROBERTO DE JESUS,NEAVES,SILVAR,H,24,5
2971,DOLORES JUDITH,BARTOLO,AVIA,M,17,7
2972,SERGIO ULISES,ZAPIAIN,LINOS,H,19,2
2973,LISET,GRANDE,ROIZ,M,19,8
2974,ROSA MERCEDES,CORZAS,MIGONI,M,22,11
2975,OBETH,CARERA,,H,21,8
2976,LAURA YESENIA,OXIMEA,COYOTL,M,19,5
2977,MISSAEL,MICELI,YOUNG,H,19,10
2978,RAUL ALFONSO,ARJONA,CERVANTEZ,H,21,7
2979,MARIA ANGEL,DUQUE,NANDAYAPA,M,20,4
2980,JOSE LUCIANO,CASTAO,SMITH,H,16,4
2981,MARYSOL,CHOMBO,JULIO,M,23,4
2982,ROBERTO HUGO,CAADA,,H,20,7
2983,JOSE ISAAC,SANTANDER,,H,20,11
2984,REYNOL,BALVANERA,WILSON,H,21,5
2985,FRANCISCA MARGARITA,SULU,CARRIZALEZ,M,21,6
2986,EDGAR MIGUEL,VIEZCA,TECALCO,H,19,11
2987,GLORIA ANGELICA,BEATO,FERRO,M,23,7
2988,FLORA,ORPINEDA,VALOIS,M,21,9
2989,RODOLFINA,GONSALEZ,,M,20,6
2990,HECTOR ANGEL,MOSQUEIRA,Y CANUL,H,23,1
2991,JOSE DOLORES,ARAU,COLMENARES,H,19,9
2992,SERGIO RAMON,PATOLZIN,MOZQUEDA,H,18,3
2993,SANDRA YESENIA,MOZO,HUITZ,M,21,5
2994,JUDITH ISABEL,CUAYA,TAMARINDO,M,19,5
2995,NORMA DELIA,LIRA,TECUANHUEY,M,22,11
2996,EDITH CONCEPCION,BRAULIO,ARRAS,M,21,4
2997,JOSE DE J,CONZUELO,OCAA,H,20,3
2998,ADRIANA IRASEMA,ROSAGEL,GULUARTE,M,19,2
2999,JUANITA DEL CARMEN,NANDAYAPA,BALLADO,M,19,6
3000,MARTHA LUZ,KEEL,MINERO,M,21,10
3001,GUADALUPE MARCELA,TZUC,,M,20,8
3002,SANTA EDITH,AHUACTZI,ARREARAN,M,21,5
3003,RAUL DE JESUS,PALA,GUAJARDO,H,20,5
3004,TERESA DE JESUS,MANRIQUEZ,DEL MONTE,H,19,11
3005,MARCO ANTONIO,HENANDEZ,LORENZO,H,20,9
3006,WILDER,MARINI,CECEAS,H,20,6
3007,VIVIANA GUADALUPE,VILLADOBLE,ABDALA,M,19,8
3008,JOSEFINA VERONICA,GAZGA,XOOC,M,20,1
3009,KARLA ERENDIRA,CAMPO,,M,22,5
3010,EMMA CECILIA,MORADO,DESIDERIO,M,21,10
3011,ALMA DOLORES,ATZIN,,M,19,3
3012,AZAREL,BARRIOS,,H,21,2
3013,MA DE LOS REMEDIOS,BANDA,,M,24,7
3014,MARCO ANTONI,ZACAPANTZI,TORNERO,H,19,8
3015,HUMBERTA,POZOS,GAVARAIN,M,17,2
3016,VICENCIO,PESINA,MEMIJE,H,18,4
3017,DIEGO FRANCISCO,GAUNA,MEIXUEIRO,H,17,9
3018,ALFONSO ROBERTO,BAOS,TYLER,H,19,4
3019,MA GUADALU,VAZQUES,AYAR,M,19,9
3020,REYNERIA,LAZARIN,RIZO,M,18,10
3021,MARIA MILAGROS,DEL MONTE,,M,17,6
3022,JORGE RICARDO,JILOTE,TUT,H,23,1
3023,MARIA ALVA,ELIZARRARAS,,M,18,11
3024,YAREMI,NORMAN,NUCAMENDI,M,23,10
3025,BLANCA YAZMIN,LASCARES,BAZA,M,19,1
3026,ADRIANO,BAZ,URGELL,H,22,2
3027,MARCOS ALEJANDRO,BOJORQUEZ,CEL,H,22,1
3028,RONAY,CIENFUEGOS,PALMA,H,20,6
3029,REINA DEL CARMEN,GRAJEDA,VALLESTEROS,M,19,3
3030,PABLO ISRAEL,MIXTECO,PROMOTOR,H,20,1
3031,ANA YESSICA,MANQUERO,FOCIL,M,21,5
3032,ZULEIKA,PARADA,,M,22,7
3033,REFUGIO,BALIO,TABA,H,23,10
3034,ERNESTO ARTURO,DEANTES,SAHAGUN,H,20,9
3035,ZEIDA,PINON,HUICAB,M,19,1
3036,SARAI,SEGOVIANO,MAYNEZ,M,21,10
3037,BENITO JOSE,CHOCOLATL,TEROVA,H,19,1
3038,MA VIRGINIA,CONSUEGRA,MURATALLA,M,21,6
3039,JOSEFINA ISABEL,PATRICIA,,M,19,9
3040,ROSA MARIA DEL CARMEN,NOPALERA,MARURI,M,23,8
3041,KARLA RAQUEL,URTIZ,SESMAS,M,21,6
3042,ERIC JOSE,DUENAS,ELIZARRARAZ,H,16,9
3043,IRMA DOLORES,RIVAS,ALBORNOZ,M,19,2
3044,RUTH LILIANA,CELAYA,,M,17,9
3045,JOSE FREDDY,ALDAVA,VIURQUIZ,H,18,2
3046,RAUL ANGEL,REGULES,,H,21,4
3047,CLAUDIA ABIGAIL,OYERVIDEZ,,M,17,3
3048,ELEUTERIO,DE LUNA,TLACUILO,H,19,9
3049,LUZ HERLINDA,MALACARA,ZEA,M,19,2
3050,DANIEL ANGEL,TOY,AQUINO,H,19,7
3051,DAVID NOE,RUACHO,VELAZQUES,H,20,8
3052,ELIGIO,PALOS,POSADA,H,20,4
3053,GREGORIO ALFONSO,ROCAFUERTE,HADAD,H,22,5
3054,BERTHA EMILIA,ATANACIO,NEYOY,M,21,1
3055,NABOR,ZALDO,LIGONIO,H,12,8
3056,JORGE DAVID,PAZARAN,,H,20,1
3057,FIDEL ARTURO,CURAL,AMERICANO,H,23,8
3058,JORGE RAFAEL,FERRUSCA,AZPILCUETA,H,19,4
3059,ISRAEL ANTONIO,TICANTE,LAGOS,H,21,9
3060,CESAR OSWALDO,PROMOTOR,GALMICHE,H,21,11
3061,JOSE ALONSO,J.,,H,24,10
3062,ANALILIA,BAUELOS,,M,24,3
3063,MONICA SELENE,VELASCO,MOSQUEIRA,M,20,8
3064,IRMA LILIA,DELESMA,ABASOLO,M,22,3
3065,ANA IRMA,NEMER,REVOREDA,M,17,11
3066,NEIVA,BASTO,ESCUDILLO,M,22,7
3067,WILFRIDO,UBALDO,,H,19,3
3068,JEANETT,INGUANZO,PUON,M,16,5
3069,JUANA AIDE,ACERETO,RICO,M,21,10
3070,PEDRO ARMANDO,PRIMAVERA,,H,19,7
3071,GLADYS PATRICIA,ANTEMATE,MUIZ,M,20,10
3072,FELIPE IVAN,HEBREO,VILLENA,H,19,11
3073,JOSE ALEJANDR,ARCOS,BRISTOL,H,18,11
3074,SANJUANA,GAVIO,TLACUILO,M,19,9
3075,GELACIO,MONTES DE OCA,,H,21,10
3076,FILIBERTA,BARROS,BLANQUEL,M,21,9
3077,LETICIA MARCELA,OZUNA,ADUNA,M,20,8
3078,ADDY,OCAMPO,BONOLA,M,19,5
3079,SILVIA ELIZABETH,CELIS,,M,21,1
3080,MARCO TULIO,MAPEL,QUIJAS,H,21,4
3081,ANAY,NAVIDAD,,M,21,8
3082,LUIS A,TAX,DOLORES,H,22,2
3083,TOMAS FERNANDO,YAES,TOMATZIN,H,20,11
3084,FRANCISCO EZEQUIEL,SAURI,,H,21,9
3085,VERONICA ISABEL,DE LA PORTILLA,,M,20,9
3086,JOSE ADRIAN,REYMUNDO,URBANO,H,22,6
3087,BEATRIZ IMELDA,BERMEJO,TIZAPAN,M,21,10
3088,MARTHA ROCIO,TRENTI,RIOJA,M,23,3
3089,RAFAEL GERARDO,BRISENO,SARABIO,H,22,4
3090,JESUS IGNACIO,FIGON,,H,18,11
3091,JOSE ARIEL,FELICIANO,LAJA,H,19,2
3092,DIANA IRIS,PALOMAREZ,TEJAMANIL,M,24,8
3093,YULIANA DEL CARMEN,URBANO,ZACATECO,M,22,5
3094,NOE ISRAEL,JOVEL,,H,20,10
3095,ESTHER CAROLINA,GUEREA,ESPINOSA,M,18,8
3096,AMERICA PATRICIA,ARREARAN,,M,21,7
3097,SAMUEL ALEJANDRO,ESPRONCEDA,PASAYE,H,19,11
3098,CESAR LUIS,AREBALO,MOORE,H,22,7
3099,FAUSTINO,PATRON,CECEA,H,18,11
3100,MARIA NOELIA,LAUREAN,VITORIN,M,21,8
3101,DANIEL HORACIO,FERRER,DOSAL,H,18,4
3102,ANA LILA,PIEDAD,AZPILCUETA,M,24,5
3103,MARCOS IVAN,KIN,FAUDOA,H,22,7
3104,MARISA,CALERO,LONGARES,M,21,5
3105,REYNA ESMERALDA,LASSO,LEIJA,M,19,7
3106,LUIS ABEL,VARA,MARCO,H,19,4
3107,ALDO GABRIEL,MEYER,,H,21,9
3108,PAVEL IVAN,DEL RIVERO,URBALEJO,H,20,4
3109,IVAN MANUEL,PERRUSQUIA,CARDELL,H,22,11
3110,CESAR EMMANUEL,AURIOLES,YONG,H,21,7
3111,NIVARDO,AVELEYRA,,H,21,4
3112,ELENA DEL CARMEN,VELA,,M,18,4
3113,FATIMA GUADALUPE,CADO,ORELLAN,M,19,11
3114,NAUM,FOSTER,VINDIOLA,H,15,11
3115,OSCAR NOEL,LUERA,,H,21,4
3116,RAUL ALFONSO,SORROZA,CANSINO,H,21,3
3117,MARIA CORINA,ELENO,FIERROS,M,18,5
3118,JAIME RAFAEL,GANTES,ESCOFFIE,H,23,11
3119,LUIS MARIANO,ARTIGAS,,H,23,8
3120,VICTOR GABRIEL,RONDAN,,H,21,1
3121,JOSE AGUSTIN,GUIOT,,H,19,7
3122,MARIA APOLONIA,D,SERRATOS,M,19,3
3123,YOLANDA ELIZABETH,CASTUERA,PUEBLAS,M,19,5
3124,MARTIN ROLANDO,YESCAS,VALERIANO,H,20,1
3125,ARTURO SALVADOR,PAXTIAN,POPOCA,H,20,1
3126,NELCY,PAAT,ARMAS,M,18,5
3127,GABRIELA,MASTACHI,,H,22,4
3128,JULIO CES,LOPEZ DE LARA,SANABRIA,H,17,1
3129,RICARDO RAFAEL,LAINA,VALENZO,H,22,7
3130,JESUS SEBASTIAN,BARTOLON,ROSADO,H,20,2
3131,CANDELARIA GUADALUPE,ORGANIS,CHUN,M,19,7
3132,HAIDE,VARA,TLATENCHI,M,18,8
3133,ERASTO,ENCINA,,H,20,1
3134,JOSE SANTIAGO,SALAIS,MONGE,H,24,4
3135,ROMANA DEL CARMEN,CEDEO,TEJEIDA,M,22,9
3136,BEATRIZ GUADALUPE,Y RUIZ,CINCO,M,22,11
3137,ROBERTO ADRIAN,ALPIREZ,BERBER,H,22,6
3138,JOSUE ALEJANDRO,DEANDA,OLIVARRIA,H,20,10
3139,PRISCILIANO,LUZANILLA,,H,18,8
3140,EDUARDO FRANCISCO,RAVELO,,H,21,7
3141,DANIEL ENRIQUE,CHEW,,H,23,1
3142,JOSE FABIAN,GRAJALES,,H,19,9
3143,ANGELICA DEL CARMEN,SALGUERO,TECOX,M,21,5
3144,RAUL GUSTAVO,ANASTASIO,,H,22,5
3145,ROSA VIRGINIA,CLARO,CANIZALEZ,M,19,11
3146,PERLA MARGARITA,DYCK,CHANON,M,22,2
3147,SANDRA VICTORIA,AUDEVES,US,M,21,7
3148,ANGEL OMAR,BUSTAMANTE,GONE,H,23,10
3149,BIRIDIANA,ANGLES,ROCHE,M,23,2
3150,SOCORRO GUADALUPE,ATEMPA,ALCALA,M,20,7
3151,MATIAS,DEL ANGEL,TEPEQUE,H,21,3
3152,ABIHAIL,ESPEJEL,,M,18,8
3153,LEONORA,PINACHO,,M,20,8
3154,EVA ISABEL,MERA,UREA,M,18,7
3155,MICAELA DEL CARMEN,ANDERICA,OSTRIA,M,21,4
3156,NORMA LUISA,MONTANEZ,,M,20,11
3157,EDIBERTO,ESPINOZA DE LOS MONTEROS,,H,22,2
3158,ENRIQUE ANTONIO,YLLESCAS,CRISANTO,H,22,2
3159,ABRAHAM,ANGELINO,ALTO,H,18,6
3160,SARA INES,PABLO,ARAU,M,23,4
3161,DULCE ANAHI,ALEJANDRO,COLUNGA,M,18,10
3162,CLAUDIO CESAR,BARRIOS,PIUELAS,H,17,9
3163,MARIA MAGNOLIA,BACIO,BURGOS,M,21,10
3164,JOSE ISAIAS,COSGAYA,NERIS,H,24,8
3165,ANGEL JAVIER,YAN,,H,23,7
3166,SHIRLEY,ISASSI,SIBAJA,M,19,1
3167,MAYRA JOSEFINA,LAURO,VELIZ,M,21,4
3168,AVERTANO,CRAULES,DOMINGA,H,20,10
3169,SERGIO JAIR,CAMINO,GAZCA,H,21,5
3170,ADRIANA VIRGINIA,TLALMANALCO,,M,19,2
3171,JOEL GUADALUPE,DEL PUERTO,BALANDRANO,H,20,4
3172,ANTONIO ALEJANDRO,MARISCALES,,H,20,1
3173,ROSA JULIA,MARIANO,GUANAJUATO,M,19,10
3174,OSCAR ORLANDO,CUYTUN,COUTIO,H,20,1
3175,ROCAEL,LIMETA,SARGENTO,H,20,6
3176,ISRAEL,VICENTENO,MARINERO,H,23,2
3177,ERIKA ESTELA,MORLAN,CUY,M,18,7
